protein,breast_MDAMB231,colon_HCT116,ewingsarcoma_CHLA10,ewingsarcoma_TC32,melanoma_A375,melanoma_HS895T,melanoma_SH4,ovary_patientsample,prostate_PC3
Q32P44,0,0,0,0,0,0,0,1,0
Q3B726,0,0,1,0,0,0,0,0,0
Q3B7T1,0,0,0,0,1,0,0,0,0
Q3KQU3,0,0,0,0,0,0,0,1,0
Q3L8U1,0,0,0,0,0,1,0,0,0
Q3LFD5,0,0,1,0,0,0,0,0,0
Q3LI62,0,1,0,0,0,0,0,0,0
Q3SXY8,0,1,0,0,0,0,0,0,0
Q3SY00,0,0,0,0,0,0,0,1,0
Q3T8J9,0,0,0,0,0,0,0,1,0
Q3ZCW2,0,0,0,0,0,0,0,1,0
Q460N5,0,0,0,0,0,0,0,1,0
Q494V2,0,0,0,0,1,0,0,0,0
Q494X3,1,0,0,0,0,0,0,0,0
Q49A26,0,0,0,0,0,0,0,1,0
Q49AA0,0,0,1,0,0,0,0,0,0
Q49MI3,0,0,1,0,0,0,0,0,0
Q4G0J3,0,0,0,0,0,0,0,1,0
Q4G0S4,0,0,0,1,0,0,0,0,0
Q4G0Z9,0,0,1,0,0,0,0,0,0
Q4KMP7,0,0,0,0,0,0,0,1,0
Q4KWH8,0,0,0,0,0,0,0,1,0
Q4LE39,0,0,0,0,0,0,0,1,0
Q52LW3,0,0,0,0,0,0,0,1,0
Q53EV4,0,0,0,0,0,0,0,1,0
Q53EZ4,0,0,1,0,0,0,0,0,0
Q53F19,0,0,1,0,0,0,0,0,0
Q53GL7,0,0,0,0,0,0,0,1,0
Q53GT1,0,0,0,0,0,0,0,1,0
Q53H47,0,0,0,1,0,0,0,0,0
Q53QW1,0,0,0,1,0,0,0,0,0
Q53TQ3,0,0,0,0,0,0,0,1,0
Q567U6,0,0,0,0,0,0,0,1,0
Q56NI9,0,0,0,0,0,0,0,1,0
Q56UN5,0,0,1,0,0,0,0,0,0
Q587J7,0,1,0,0,0,0,0,0,0
Q58F21,0,0,0,0,0,0,0,1,0
Q58WW2,0,0,0,0,0,0,0,1,0
Q5BN46,0,0,0,0,0,0,0,1,0
Q5F1R6,0,0,0,0,0,0,0,1,0
Q5FWF4,0,0,0,0,0,0,0,1,0
Q5GLZ8,0,0,0,0,0,0,0,1,0
Q5H9F3,0,0,0,0,0,0,1,0,0
Q5H9I0,0,0,1,0,0,0,0,0,0
Q5H9R7,0,0,0,0,0,0,0,1,0
Q5JQC9,0,0,0,0,0,0,0,1,0
Q5JR59,0,0,1,0,0,0,0,0,0
Q5JSH3,0,0,0,0,0,0,0,1,0
Q5JSJ4,0,0,0,0,0,0,0,1,0
Q5JSP0,0,0,0,1,0,0,0,0,0
Q5JTD0,0,0,1,0,0,0,0,0,0
Q5JU85,0,0,1,0,0,0,0,0,0
Q5M775,0,0,0,0,0,0,0,1,0
Q5MNZ6,0,0,0,0,0,0,0,1,0
Q5PSV4,0,0,0,1,0,0,0,0,0
Q5QGS0,0,0,0,0,0,0,0,1,0
Q5RL73,0,0,0,0,0,1,0,0,0
Q5SVQ8,0,0,1,0,0,0,0,0,0
Q5SVZ6,0,0,0,0,0,0,0,1,0
Q5SWL7,0,0,0,0,0,0,1,0,0
Q5SY16,0,0,0,0,0,0,0,1,0
Q5T0F9,0,0,1,0,0,0,0,0,0
Q5T1M5,0,0,0,0,0,0,0,1,0
Q5T1R4,0,0,0,0,0,0,0,1,0
Q5T1V6,0,0,1,0,0,0,0,0,0
Q5T3J3,0,0,1,0,0,0,0,0,0
Q5T447,0,0,0,0,0,0,0,1,0
Q5T5B0,0,0,0,0,0,1,0,0,0
Q5T5P2,0,0,0,0,0,0,0,1,0
Q5T5Y3,0,0,0,0,0,0,0,1,0
Q5T750,0,0,0,0,0,0,0,1,0
Q5T753,0,0,0,0,0,0,0,1,0
Q5T764,0,0,0,0,0,1,0,0,0
Q5T7N2,0,0,0,0,0,0,0,1,0
Q5T8A7,0,0,0,0,0,0,0,1,0
Q5TAG4,0,0,0,0,0,1,0,0,0
Q5TB80,0,0,0,0,0,0,0,1,0
Q5TBA9,0,0,0,0,0,0,0,1,0
Q5TBB1,0,0,1,0,0,0,0,0,0
Q5TCZ1,0,1,0,0,0,0,0,0,0
Q5THR3,0,1,0,0,0,0,0,0,0
Q5TID7,0,0,1,0,0,0,0,0,0
Q5U623,0,0,1,0,0,0,0,0,0
Q5VSY0,0,0,0,1,0,0,0,0,0
Q5VT52,0,0,0,0,0,0,0,1,0
Q5VT97,0,0,0,0,0,0,0,1,0
Q5VTL8,0,0,0,0,0,0,0,1,0
Q5VU43,0,0,0,0,0,0,0,1,0
Q5VUA4,0,0,0,0,0,0,0,1,0
Q5VV41,0,0,0,0,0,0,0,1,0
Q5VVJ2,0,0,0,1,0,0,0,0,0
Q5VWG9,0,0,0,0,0,0,0,1,0
Q5VWZ2,0,1,0,0,0,0,0,0,0
Q5VXU9,0,0,0,0,0,0,0,1,0
Q5VY09,0,0,0,0,0,0,0,1,0
Q5VYS8,0,0,0,0,0,0,0,1,0
Q5VZE5,0,1,0,0,0,0,0,0,0
Q5VZL5,0,0,0,1,0,0,0,0,0
Q5VZM2,0,0,0,0,0,0,0,1,0
Q5VZP5,0,1,0,0,0,0,0,0,0
Q5XPI4,0,0,0,0,0,0,0,1,0
Q63HK3,0,0,1,0,0,0,0,0,0
Q63HK5,0,0,0,0,0,0,0,1,0
Q659A1,0,0,0,1,0,0,0,0,0
Q659C4,0,0,0,0,0,1,0,0,0
Q66GS9,0,0,0,1,0,0,0,0,0
Q66PJ3,0,0,0,0,0,0,0,1,0
Q684P5,0,0,0,0,0,0,0,1,0
Q68CZ1,0,0,1,0,0,0,0,0,0
Q68D10,0,0,0,0,0,0,0,1,0
Q68DK2,0,0,0,0,0,0,0,1,0
Q68DK7,0,0,1,0,0,0,0,0,0
Q68DQ2,0,0,0,0,0,0,0,1,0
Q68DY1,0,0,1,0,0,0,0,0,0
Q68E01,0,0,0,0,0,0,0,1,0
Q68J44,0,0,1,0,0,0,0,0,0
Q6AHZ1,0,0,0,1,0,0,0,0,0
Q6B0K9,0,0,1,0,0,0,0,0,0
Q6BCY4,0,0,0,0,0,0,0,1,0
Q6DKI1,0,0,0,0,0,0,0,1,0
Q6DN90,0,0,1,0,0,0,0,0,0
Q6DT37,0,1,0,0,0,0,0,0,0
Q6EMB2,0,0,0,0,0,0,0,1,0
Q6FIF0,0,0,0,0,0,0,0,1,0
Q6GQQ9,0,0,1,0,0,0,0,0,0
Q6GYQ0,0,0,0,0,0,0,0,1,0
Q6H8Q1,0,0,0,0,0,0,0,1,0
Q6I9Y2,0,0,0,0,0,0,0,1,0
Q6ICL3,0,0,0,0,0,0,0,1,0
Q6IE81,0,0,0,0,0,0,0,1,0
Q6IQ21,0,0,1,0,0,0,0,0,0
Q6L8H4,0,0,0,0,0,0,0,1,0
Q6MZP7,0,0,0,0,0,0,0,1,0
Q6N021,0,0,0,0,0,0,0,1,0
Q6NSI4,0,0,1,0,0,0,0,0,0
Q6NWY9,0,0,0,0,0,0,0,1,0
Q6NXE6,0,0,0,0,0,0,0,1,0
Q6NXG1,0,0,0,0,0,0,0,1,0
Q6NXR4,0,0,0,0,0,0,0,1,0
Q6NZY4,0,0,0,0,0,0,0,1,0
Q6P1K2,0,0,0,0,0,0,0,1,0
Q6P1M3,0,0,0,0,0,0,0,1,0
Q6P1X5,0,0,1,0,0,0,0,0,0
Q6P2E9,0,0,0,0,0,0,0,1,0
Q6P4F7,0,0,0,0,0,0,0,1,0
Q6P4I2,0,0,0,0,0,0,0,1,0
Q6P4R8,0,0,0,1,0,0,0,0,0
Q6P5Q4,0,0,1,0,0,0,0,0,0
Q6P5Z2,0,0,1,0,0,0,0,0,0
Q6P996,0,0,0,0,0,0,0,1,0
Q6PCT2,0,0,1,0,0,0,0,0,0
Q6PD74,0,0,0,1,0,0,0,0,0
Q6PGP7,0,0,0,0,0,0,0,1,0
Q6PGQ7,0,0,1,0,0,0,0,0,0
Q6PI26,0,0,0,0,0,0,0,1,0
Q6PJ69,0,0,1,0,0,0,0,0,0
Q6PJG2,0,0,0,0,0,0,0,1,0
Q6PJI9,0,0,0,0,0,0,0,1,0
Q6RI45,0,0,0,0,0,0,0,1,0
Q6STE5,0,0,0,0,0,0,0,1,0
Q6UB98,0,0,0,0,0,0,0,1,0
Q6UVJ0,0,0,0,0,0,0,0,1,0
Q6UWE0,0,0,0,0,0,0,0,1,0
Q6UWZ7,0,0,0,0,0,0,0,1,0
Q6V1X1,0,0,0,0,0,0,0,1,0
Q6VUC0,0,0,0,0,0,0,0,1,0
Q6WBX8,0,0,0,0,0,0,0,1,0
Q6XD76,0,1,0,0,0,0,0,0,0
Q6ZMK1,0,0,0,0,0,0,0,1,0
Q6ZN04,1,0,0,0,0,0,0,0,0
Q6ZN18,0,0,0,0,0,1,0,0,0
Q6ZN30,0,0,0,0,0,0,0,1,0
Q6ZNJ1,0,0,0,0,0,0,0,1,0
Q6ZNW5,0,0,0,0,0,0,0,1,0
Q6ZP82,0,0,0,0,0,0,0,1,0
Q6ZRS2,0,0,0,0,0,0,0,1,0
Q6ZRV2,0,0,0,0,0,0,0,1,0
Q6ZSZ6,0,0,1,0,0,0,0,0,0
Q6ZW49,0,0,1,0,0,0,0,0,0
Q70CQ4,0,0,0,0,0,0,0,1,0
Q70EL2,0,0,0,1,0,0,0,0,0
Q70YC5,0,0,1,0,0,0,0,0,0
Q70Z35,0,0,0,0,0,0,0,1,0
Q70Z53,0,1,0,0,0,0,0,0,0
Q712K3,0,0,0,0,0,0,0,1,0
Q71F56,0,0,1,0,0,0,0,0,0
Q76L83,0,0,1,0,0,0,0,0,0
Q76NI1,0,0,0,0,0,0,0,1,0
Q7L1T6,0,0,0,1,0,0,0,0,0
Q7L266,0,0,0,0,0,0,0,1,0
Q7L4P6,0,0,0,1,0,0,0,0,0
Q7L775,0,0,0,0,0,0,0,1,0
Q7L945,0,0,1,0,0,0,0,0,0
Q7LBC6,0,0,0,0,0,0,0,1,0
Q7RTP6,0,0,0,0,0,0,0,1,0
Q7RTR2,0,0,1,0,0,0,0,0,0
Q7Z2X4,0,0,0,1,0,0,0,0,0
Q7Z2Y5,0,0,0,0,0,0,0,1,0
Q7Z2Z1,0,0,0,1,0,0,0,0,0
Q7Z333,0,0,0,0,0,0,0,1,0
Q7Z353,0,0,0,0,0,0,0,1,0
Q7Z392,0,0,0,0,0,1,0,0,0
Q7Z3G6,0,0,1,0,0,0,0,0,0
Q7Z3K6,0,0,0,0,0,0,0,1,0
Q7Z3V5,0,1,0,0,0,0,0,0,0
Q7Z3Z4,0,0,0,0,0,0,0,1,0
Q7Z401,0,0,0,0,0,0,0,1,0
Q7Z417,0,0,0,0,1,0,0,0,0
Q7Z478,0,0,0,0,0,0,0,1,0
Q7Z4H7,0,0,0,0,0,0,0,1,0
Q7Z4Q2,0,0,0,0,0,0,0,1,0
Q7Z4V0,0,0,0,0,0,0,0,1,0
Q7Z4W3,0,0,0,0,0,0,0,1,0
Q7Z569,0,0,0,0,0,0,0,1,0
Q7Z570,1,0,0,0,0,0,0,0,0
Q7Z591,0,1,0,0,0,0,0,0,0
Q7Z5D8,1,0,0,0,0,0,0,0,0
Q7Z6B7,0,0,0,0,0,0,0,1,0
Q7Z6J0,0,0,0,0,0,0,0,1,0
Q7Z6J4,0,0,1,0,0,0,0,0,0
Q7Z6K3,0,0,1,0,0,0,0,0,0
Q7Z7B0,1,0,0,0,0,0,0,0,0
Q7Z7E8,0,0,0,0,0,0,0,1,0
Q7Z7K6,0,0,0,1,0,0,0,0,0
Q7Z7L9,1,0,0,0,0,0,0,0,0
Q86SZ2,0,0,0,0,0,0,0,1,0
Q86T29,0,0,1,0,0,0,0,0,0
Q86T75,0,0,1,0,0,0,0,0,0
Q86TB9,0,0,0,0,0,0,0,1,0
Q86TC9,0,0,0,1,0,0,0,0,0
Q86TI2,0,0,0,0,0,0,0,1,0
Q86TP1,0,0,0,0,0,0,0,1,0
Q86TU7,0,0,0,0,0,0,0,1,0
Q86U44,0,0,0,0,0,0,0,1,0
Q86U70,0,0,0,0,0,0,0,1,0
Q86UA1,0,0,0,0,0,0,0,1,0
Q86UP3,0,0,0,0,0,0,0,1,0
Q86V97,0,0,0,0,0,0,0,1,0
Q86VM9,0,0,0,0,0,0,0,1,0
Q86VS8,0,0,0,0,0,0,0,1,0
Q86VV8,0,0,0,0,0,0,0,1,0
Q86W28,0,0,0,0,0,0,0,1,0
Q86W42,0,0,0,0,0,0,0,1,0
Q86W50,0,0,1,0,0,0,0,0,0
Q86W54,0,0,1,0,0,0,0,0,0
Q86WB0,0,0,0,0,0,0,0,1,0
Q86WI3,0,0,1,0,0,0,0,0,0
Q86WT6,0,0,1,0,0,0,0,0,0
Q86X83,0,0,0,0,0,0,0,1,0
Q86XI2,0,0,0,1,0,0,0,0,0
Q86XI6,0,0,0,0,1,0,0,0,0
Q86XK2,0,0,0,0,0,0,0,1,0
Q86XW9,0,0,0,0,0,0,0,1,0
Q86Y13,0,0,0,0,0,0,0,1,0
Q86Y56,0,0,0,0,0,0,0,1,0
Q86Y97,0,0,1,0,0,0,0,0,0
Q86YV5,0,0,0,0,0,0,0,1,0
Q86YW0,1,0,0,0,0,0,0,0,0
Q86Z20,0,0,0,0,0,0,0,1,0
Q8HWS3,0,0,1,0,0,0,0,0,0
Q8IUC4,0,0,0,0,0,0,0,1,0
Q8IUF8,0,0,0,0,0,0,0,1,0
Q8IUI8,0,0,0,0,0,0,0,1,0
Q8IUM7,0,0,1,0,0,0,0,0,0
Q8IUR0,0,0,0,0,0,0,0,1,0
Q8IUR6,0,0,1,0,0,0,0,0,0
Q8IUX4,0,1,0,0,0,0,0,0,0
Q8IV61,0,0,0,0,1,0,0,0,0
Q8IVD9,0,0,0,0,0,0,0,1,0
Q8IVL0,0,0,0,0,0,0,0,1,0
Q8IVU3,0,0,0,1,0,0,0,0,0
Q8IVV2,0,0,0,0,0,0,0,1,0
Q8IWA0,0,0,0,0,0,0,0,1,0
Q8IWE2,0,0,0,0,0,0,0,1,0
Q8IWE5,0,0,1,0,0,0,0,0,0
Q8IWN7,0,0,1,0,0,0,0,0,0
Q8IWR0,0,0,0,0,0,0,0,1,0
Q8IWT0,0,0,0,1,0,0,0,0,0
Q8IWT3,0,0,1,0,0,0,0,0,0
Q8IWV7,0,0,0,0,0,0,0,1,0
Q8IWZ3,0,0,0,0,0,0,0,1,0
Q8IWZ6,0,0,1,0,0,0,0,0,0
Q8IX01,0,0,0,0,0,0,0,1,0
Q8IX06,0,0,1,0,0,0,0,0,0
Q8IXF0,0,0,0,1,0,0,0,0,0
Q8IXK0,0,0,0,1,0,0,0,0,0
Q8IXZ2,0,0,1,0,0,0,0,0,0
Q8IY21,0,0,0,0,0,0,0,1,0
Q8IY37,0,0,1,0,0,0,0,0,0
Q8IY81,0,0,0,0,0,0,0,1,0
Q8IYI6,0,0,0,0,0,0,0,1,0
Q8IYR0,0,0,0,0,0,0,0,1,0
Q8IYS1,0,0,0,0,0,0,0,1,0
Q8IYX3,0,0,0,0,1,0,0,0,0
Q8IZC4,0,0,0,0,0,0,0,1,0
Q8IZQ5,0,0,0,0,0,0,0,1,0
Q8IZX4,0,0,0,0,0,0,0,1,0
Q8N0W3,0,0,0,0,0,0,0,1,0
Q8N103,0,0,0,0,0,0,0,1,0
Q8N108,0,0,0,0,0,0,0,1,0
Q8N157,0,0,0,0,0,0,0,1,0
Q8N1G0,0,0,0,0,0,0,0,1,0
Q8N1G2,0,0,0,0,1,0,0,0,0
Q8N257,0,0,0,0,0,0,0,1,0
Q8N264,0,0,0,0,0,0,0,1,0
Q8N393,0,1,0,0,0,0,0,0,0
Q8N3L3,0,0,1,0,0,0,0,0,0
Q8N456,0,0,0,1,0,0,0,0,0
Q8N4N8,0,0,0,1,0,0,0,0,0
Q8N4X5,0,0,0,0,0,0,0,1,0
Q8N5F7,0,0,0,0,0,0,0,1,0
Q8N5L8,0,0,0,0,0,0,0,1,0
Q8N6G2,0,0,0,0,0,0,1,0,0
Q8N6T3,0,0,0,0,0,0,0,1,0
Q8N6T7,0,0,0,0,0,0,0,1,0
Q8N7A1,0,0,0,0,0,0,0,1,0
Q8N895,0,0,0,0,0,0,0,1,0
Q8N8E3,0,0,0,0,0,0,0,1,0
Q8N972,0,0,0,1,0,0,0,0,0
Q8N9B8,0,0,1,0,0,0,0,0,0
Q8N9C0,0,0,0,0,0,0,0,1,0
Q8N9I9,0,0,1,0,0,0,0,0,0
Q8N9N2,0,0,0,0,0,0,0,1,0
Q8N9V7,0,0,0,0,0,0,0,1,0
Q8NA42,0,0,1,0,0,0,0,0,0
Q8NAP3,0,1,0,0,0,0,0,0,0
Q8NAP8,0,0,0,1,0,0,0,0,0
Q8NB78,0,0,0,0,0,0,0,1,0
Q8NB91,0,0,1,0,0,0,0,0,0
Q8NBH2,0,0,0,0,1,0,0,0,0
Q8NCF5,0,0,0,0,0,0,0,1,0
Q8ND82,0,0,0,0,0,0,0,1,0
Q8ND90,0,0,1,0,0,0,0,0,0
Q8NDF8,0,0,0,0,0,0,0,1,0
Q8NDI1,0,0,0,0,0,0,0,1,0
Q8NDQ6,0,0,0,0,0,0,1,0,0
Q8NDT2,0,0,0,0,0,0,0,1,0
Q8NDV3,0,0,0,0,0,0,0,1,0
Q8NDW8,0,0,1,0,0,0,0,0,0
Q8NDY6,0,0,0,0,0,0,0,1,0
Q8NE09,0,0,1,0,0,0,0,0,0
Q8NEF9,0,0,0,0,0,0,0,1,0
Q8NEH6,0,0,0,0,0,0,0,1,0
Q8NEV8,0,0,0,0,0,0,0,1,0
Q8NEY1,0,0,0,0,0,0,0,1,0
Q8NFA0,0,0,0,0,0,0,0,1,0
Q8NFH3,0,0,0,0,0,0,0,1,0
Q8NFI3,0,0,0,0,0,0,0,1,0
Q8NFI4,1,0,0,0,0,0,0,0,0
Q8NFP7,0,0,0,1,0,0,0,0,0
Q8NFU3,0,0,0,0,0,0,0,1,0
Q8NFU7,0,0,1,0,0,0,0,0,0
Q8NFW8,0,0,0,0,0,0,0,1,0
Q8NFZ0,0,0,0,0,0,0,0,1,0
Q8NG50,0,0,0,0,0,0,0,1,0
Q8NHM5,0,0,0,0,0,0,0,1,0
Q8NHQ1,0,0,0,0,0,0,0,1,0
Q8NHQ9,0,0,0,0,0,0,0,1,0
Q8NHS2,0,0,0,0,0,0,0,1,0
Q8NHY3,0,0,1,0,0,0,0,0,0
Q8NHZ8,0,0,1,0,0,0,0,0,0
Q8NI27,0,0,0,0,0,0,0,1,0
Q8NI36,0,0,0,0,0,0,0,1,0
Q8TAC2,0,0,0,0,0,0,0,1,0
Q8TAS1,0,0,1,0,0,0,0,0,0
Q8TAW3,0,0,0,1,0,0,0,0,0
Q8TB72,0,0,1,0,0,0,0,0,0
Q8TBC3,0,0,0,0,0,0,0,1,0
Q8TBY8,0,0,1,0,0,0,0,0,0
Q8TBY9,0,0,0,0,0,0,0,1,0
Q8TBZ0,0,0,1,0,0,0,0,0,0
Q8TBZ3,0,0,0,0,0,0,0,1,0
Q8TD19,0,0,0,0,0,0,0,1,0
Q8TD26,0,0,1,0,0,0,0,0,0
Q8TD31,0,0,0,0,0,1,0,0,0
Q8TDD2,0,1,0,0,0,0,0,0,0
Q8TDI0,0,0,1,0,0,0,0,0,0
Q8TDN6,0,0,0,0,0,0,0,1,0
Q8TDP1,0,0,0,0,0,0,0,1,0
Q8TDQ7,0,1,0,0,0,0,0,0,0
Q8TDR0,0,0,0,0,1,0,0,0,0
Q8TDY2,0,0,0,0,0,0,0,1,0
Q8TDZ2,0,0,0,0,0,0,0,1,0
Q8TE77,0,0,0,0,0,0,0,1,0
Q8TE85,0,0,0,0,0,0,0,1,0
Q8TEB1,0,0,0,0,0,0,0,1,0
Q8TED0,0,0,0,0,0,0,0,1,0
Q8TED9,0,0,1,0,0,0,0,0,0
Q8TEL6,0,0,1,0,0,0,0,0,0
Q8TEP8,0,0,0,0,0,0,0,1,0
Q8TER5,0,0,1,0,0,0,0,0,0
Q8TEW8,0,0,0,0,0,0,0,1,0
Q8TF61,0,0,1,0,0,0,0,0,0
Q8TF68,0,0,0,0,0,0,0,1,0
Q8WTS1,0,0,0,0,0,0,1,0,0
Q8WTS6,0,0,0,0,0,0,0,1,0
Q8WU79,0,0,0,0,0,0,0,1,0
Q8WUA4,0,0,0,0,0,0,0,1,0
Q8WUB8,0,0,0,0,0,0,0,1,0
Q8WUD4,0,0,0,0,0,0,0,1,0
Q8WUN7,0,1,0,0,0,0,0,0,0
Q8WUP2,0,0,0,0,0,0,0,1,0
Q8WUX9,0,0,0,0,0,0,0,1,0
Q8WV22,0,0,0,0,0,0,0,1,0
Q8WVC0,0,0,0,0,0,0,0,1,0
Q8WVV4,0,0,0,0,0,0,0,1,0
Q8WW22,0,0,0,0,0,0,0,1,0
Q8WW24,0,0,1,0,0,0,0,0,0
Q8WW59,0,0,0,0,0,0,0,1,0
Q8WWL7,0,0,1,0,0,0,0,0,0
Q8WWM9,0,0,0,0,0,0,1,0,0
Q8WX93,0,0,0,1,0,0,0,0,0
Q8WXA3,0,0,0,0,0,0,0,1,0
Q8WXA9,0,0,0,0,0,0,0,1,0
Q8WXC6,0,1,0,0,0,0,0,0,0
Q8WXD5,0,0,0,0,0,0,0,1,0
Q8WY36,0,0,0,0,0,0,0,1,0
Q8WY91,0,0,0,1,0,0,0,0,0
Q8WYL5,0,0,0,0,0,0,1,0,0
Q8WYP3,0,0,0,0,0,0,0,1,0
Q8WZ64,0,0,0,0,0,0,0,1,0
Q92466,0,1,0,0,0,0,0,0,0
Q92503,0,0,0,0,0,0,0,1,0
Q92530,0,0,0,0,0,0,0,1,0
Q92540,0,0,0,0,0,0,0,1,0
Q92541,0,0,0,0,0,0,0,1,0
Q92547,0,0,0,0,0,0,0,1,0
Q92560,0,0,0,0,0,0,0,1,0
Q92564,0,0,0,0,0,0,0,1,0
Q92565,0,0,0,0,0,0,0,1,0
Q92569,0,0,1,0,0,0,0,0,0
Q92585,0,1,0,0,0,0,0,0,0
Q92600,0,0,0,0,0,0,0,1,0
Q92613,0,0,1,0,0,0,0,0,0
Q92615,0,0,0,0,0,0,0,1,0
Q92618,0,0,0,0,0,0,0,1,0
Q92620,0,0,0,0,0,0,0,1,0
Q92625,0,0,0,0,0,0,0,1,0
Q92630,0,0,1,0,0,0,0,0,0
Q92636,0,0,0,0,0,0,0,1,0
Q92733,0,0,1,0,0,0,0,0,0
Q92750,0,0,1,0,0,0,0,0,0
Q92772,0,0,1,0,0,0,0,0,0
Q92782,0,0,0,0,0,0,0,1,0
Q92785,0,0,0,0,0,1,0,0,0
Q92786,0,0,0,0,0,0,0,1,0
Q92793,0,0,0,0,0,0,0,1,0
Q92800,0,0,0,0,0,0,0,1,0
Q92845,0,0,0,0,0,0,0,1,0
Q92890,0,0,0,0,0,0,0,1,0
Q92989,0,0,0,0,0,0,0,1,0
Q92990,0,0,0,0,0,0,0,1,0
Q92993,0,0,0,1,0,0,0,0,0
Q92997,0,0,0,0,0,0,0,1,0
Q969M7,0,0,0,0,0,0,0,1,0
Q969R5,0,0,0,0,0,0,0,1,0
Q969R8,0,0,0,0,0,0,0,1,0
Q969S3,0,0,0,0,0,0,0,1,0
Q969T9,0,0,0,0,0,0,0,1,0
Q969X6,0,0,0,0,0,0,0,1,0
Q96A65,0,0,0,0,0,0,0,1,0
Q96AB3,0,0,0,0,0,0,0,1,0
Q96AY4,0,0,0,0,0,0,0,1,0
Q96B01,0,0,0,0,0,0,0,1,0
Q96BH1,0,0,0,0,0,0,0,1,0
Q96BJ3,0,0,0,0,0,0,0,1,0
Q96BN8,0,0,0,0,0,0,0,1,0
Q96BP3,0,0,0,0,0,0,0,1,0
Q96BW1,0,0,1,0,0,0,0,0,0
Q96BX8,0,0,0,0,0,0,0,1,0
Q96C01,0,0,0,0,0,0,0,1,0
Q96C11,0,0,0,0,0,0,0,1,0
Q96C12,0,0,1,0,0,0,0,0,0
Q96CD2,0,0,0,0,0,0,0,1,0
Q96CJ1,0,0,1,0,0,0,0,0,0
Q96CN4,0,0,0,0,0,0,0,1,0
Q96CN5,0,0,0,1,0,0,0,0,0
Q96CW5,0,0,0,0,0,0,0,1,0
Q96CW6,0,0,1,0,0,0,0,0,0
Q96D03,0,0,1,0,0,0,0,0,0
Q96D46,0,0,0,0,0,0,0,1,0
Q96D71,0,0,0,1,0,0,0,0,0
Q96DC9,0,0,0,0,0,0,0,1,0
Q96DE0,0,0,0,0,0,0,0,1,0
Q96DF8,0,0,1,0,0,0,0,0,0
Q96DN6,0,0,0,0,0,0,0,1,0
Q96DT7,0,0,0,0,0,0,0,1,0
Q96EF0,0,0,0,1,0,0,0,0,0
Q96EI5,0,0,0,0,0,0,0,1,0
Q96EK4,0,0,0,1,0,0,0,0,0
Q96EP1,0,0,0,0,0,0,0,1,0
Q96ES7,0,0,0,0,0,0,0,1,0
Q96F44,0,0,0,0,0,0,0,1,0
Q96F86,0,0,0,0,0,0,0,1,0
Q96FC7,0,0,0,0,0,0,0,1,0
Q96FF9,0,0,1,0,0,0,0,0,0
Q96FX7,0,0,0,0,0,0,0,1,0
Q96G25,0,0,0,0,0,0,0,1,0
Q96G28,0,0,0,0,0,1,0,0,0
Q96GA7,0,0,0,0,0,0,0,1,0
Q96GN5,0,0,0,0,0,0,0,1,0
Q96GQ7,0,0,0,0,0,0,0,1,0
Q96H79,0,0,0,0,0,0,0,1,0
Q96HA7,0,0,0,0,0,0,0,1,0
Q96HA8,0,0,0,0,0,0,0,1,0
Q96HB5,0,0,1,0,0,0,0,0,0
Q96HN2,0,0,1,0,0,0,0,0,0
Q96HQ2,0,0,0,0,0,0,0,1,0
Q96HR3,0,0,0,0,0,0,0,1,0
Q96HR8,0,0,0,0,0,0,0,1,0
Q96HW7,0,0,0,0,0,0,0,1,0
Q96I76,0,0,0,0,1,0,0,0,0
Q96IG2,0,0,0,0,0,1,0,0,0
Q96IK5,0,0,0,0,0,0,0,1,0
Q96IV0,0,0,0,0,0,0,0,1,0
Q96IY1,0,0,1,0,0,0,0,0,0
Q96J01,0,0,0,0,0,0,0,1,0
Q96JB5,0,0,0,0,0,0,0,1,0
Q96JB8,0,0,1,0,0,0,0,0,0
Q96JD6,0,0,0,0,0,0,0,1,0
Q96JG9,0,0,0,0,0,0,0,1,0
Q96JH8,0,1,0,0,0,0,0,0,0
Q96JK2,0,0,0,1,0,0,0,0,0
Q96JM3,0,0,0,0,0,0,0,1,0
Q96JN8,0,0,1,0,0,0,0,0,0
Q96JP2,0,1,0,0,0,0,0,0,0
Q96JY6,0,0,0,0,0,0,0,1,0
Q96K76,0,0,0,0,0,0,0,1,0
Q96KB5,0,0,0,0,0,0,0,1,0
Q96KN7,0,0,1,0,0,0,0,0,0
Q96L91,0,0,0,0,0,0,0,1,0
Q96L96,0,0,1,0,0,0,0,0,0
Q96LA8,0,0,0,0,0,0,0,1,0
Q96LD4,0,0,0,1,0,0,0,0,0
Q96LD8,0,0,0,0,0,0,0,1,0
Q96LI5,0,0,0,0,0,0,0,1,0
Q96M02,0,0,0,0,0,0,0,1,0
Q96M96,0,0,0,0,0,0,0,1,0
Q96ME7,0,0,0,0,0,0,0,1,0
Q96MF7,0,0,0,0,0,0,0,1,0
Q96MG2,0,0,1,0,0,0,0,0,0
Q96MI9,0,0,0,0,0,0,0,1,0
Q96MN9,0,1,0,0,0,0,0,0,0
Q96MT8,0,0,1,0,0,0,0,0,0
Q96MU7,0,0,0,0,0,0,0,1,0
Q96MX3,0,0,1,0,0,0,0,0,0
Q96MY1,0,0,0,0,0,0,0,1,0
Q96N20,0,0,0,0,0,0,0,1,0
